counter, keyextract, sign, verify, total 
291,13.485000,13.720300,22.057300,49.262600 
292,12.261900,13.793800,23.094200,49.149900 
293,12.725900,14.350500,22.336600,49.413000 
294,12.172000,13.886000,22.198000,48.256000 
295,12.853100,13.844800,21.870700,48.568600 
296,12.285000,13.739800,21.739400,47.764200 
297,12.123700,13.704700,21.743700,47.572100 
298,12.199100,13.802100,21.827200,47.828400 
299,12.128200,14.041300,22.208800,48.378300 
300,12.329900,14.192300,23.041900,49.564100 
301,12.659600,14.622500,22.487900,49.770000 
302,12.181100,13.922400,21.783400,47.886900 
303,12.308600,13.781300,21.849600,47.939500 
304,12.393600,13.633700,21.765300,47.792600 
305,12.249600,13.760300,21.835100,47.845000 
306,12.191100,13.785300,25.579100,51.555500 
307,12.328500,13.912500,22.122300,48.363300 
308,12.097800,13.891000,23.780600,49.769400 
309,13.331000,15.071500,22.376500,50.779000 
310,12.375000,13.963800,22.863200,49.202000 
311,12.422700,14.034800,22.047200,48.504700 
312,12.332000,13.981000,22.597100,48.910100 
313,12.399900,13.753600,22.191400,48.344900 
314,12.126000,14.322200,22.089000,48.537200 
315,12.354500,13.727700,21.989400,48.071600 
316,12.322400,13.626900,22.504500,48.453800 
317,12.800600,14.394000,22.133700,49.328300 
318,12.234000,13.758600,21.705100,47.697700 
319,12.252200,13.917900,22.009900,48.180000 
320,12.230300,13.621700,21.891000,47.743000 
321,12.130300,13.750200,21.770100,47.650600 
322,12.187800,13.665700,21.908700,47.762200 
323,13.213200,13.836900,21.948800,48.998900 
324,12.652900,14.164600,22.266700,49.084200 
325,13.019800,14.034700,22.584600,49.639100 
326,12.193600,13.950800,22.368800,48.513200 
327,12.319100,13.884900,21.944900,48.148900 
328,12.320600,14.219900,21.881700,48.422200 
329,12.246800,13.653600,21.611900,47.512300 
330,12.292500,13.831400,21.783200,47.907100 
331,12.276700,13.879200,21.888300,48.044200 
332,12.481200,13.682000,22.252200,48.415400 
333,12.925400,14.041600,22.891000,49.858000 
334,12.200100,13.788400,21.849900,47.838400 
335,12.360000,14.141300,22.167400,48.668700 
336,12.244000,13.725200,22.837400,48.806600 
337,12.551200,13.844100,22.067000,48.462300 
338,12.139000,14.056500,22.939400,49.134900 
339,12.346400,13.823600,22.005800,48.175800 
340,12.776200,14.561800,22.889600,50.227600 
341,13.138600,15.309400,22.883100,51.331100 
342,12.193100,13.859900,22.777700,48.830700 
343,12.383400,14.350900,21.803100,48.537400 
344,12.275400,13.663000,21.775100,47.713500 
345,12.330800,13.676000,21.637500,47.644300 
346,12.367100,13.954000,21.910400,48.231500 
347,12.121400,13.794900,21.886900,47.803200 
348,12.512100,13.943900,22.437200,48.893200 
349,13.540800,15.037900,22.727000,51.305700 
350,12.165200,13.850400,21.971500,47.987100 
351,12.278400,14.378400,22.450500,49.107300 
352,12.249100,20.469700,22.236000,54.954800 
353,12.152700,13.680600,21.675900,47.509200 
354,12.111600,13.759100,21.990900,47.861600 
355,12.465000,13.885900,21.960300,48.311200 
356,12.330900,14.354600,23.506700,50.192200 
357,12.689100,14.837100,23.028700,50.554900 
358,12.375400,13.970500,22.396900,48.742800 
359,12.263500,13.825700,21.890800,47.980000 
360,12.146600,13.813400,21.682000,47.642000 
361,12.257700,13.598900,21.577200,47.433800 
362,12.124500,13.698100,21.838600,47.661200 
363,12.245100,13.830500,21.848900,47.924500 
364,12.992700,14.089700,23.530000,50.612400 
365,13.094100,14.752500,23.778300,51.624900 
366,12.435200,16.672800,21.914400,51.022400 
367,12.243500,13.815000,21.954500,48.013000 
368,12.313000,13.861000,21.743100,47.917100 
369,12.180900,13.740300,21.701800,47.623000 
370,12.229800,13.787900,21.924400,47.942100 
371,12.389000,14.071300,21.978700,48.439000 
372,12.290000,13.921100,22.218300,48.429400 
373,13.249500,15.179400,23.246000,51.674900 
374,12.162900,15.192800,21.943100,49.298800 
375,12.354200,13.941000,21.871500,48.166700 
376,12.237100,14.195400,23.122600,49.555100 
377,12.437100,13.620500,21.697400,47.755000 
378,12.134400,13.762100,21.892800,47.789300 
379,12.169300,14.167600,22.070500,48.407400 
380,12.368200,14.317500,22.974400,49.660100 
